Series Name,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Pupil-teacher ratio, primary",Suriname,..,..,..,..,..,..,..,..,..,..,..,36.92561,33.5295,32.5,30.84558,30.53877,31.41497,28.83223,27.70556,27.7249,23.25777,26.59222,27.07841,25.22084,24.74588,25.43752,23.24352,23.15453,23.23545,22.52585,22.47896,22.36969,24.6167,21.42409,..,..,..,..,..,..,..,19.93606,19.45397,..,..,18.61562,15.9867,13.23428,15.98622,15.38398,14.94652,14.31496,13.98546,13.73758,13.39388,13.33105,13.35066,12.92371,13.39335,..,..,..,..
"Pupil-teacher ratio, primary",Sweden,..,..,..,..,..,..,..,..,..,..,..,19.97828,19.45624,17.18566,16.86167,16.03441,20.43812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5482,10.16069,10.52424,11.21408,11.83295,12.4508,12.3228,11.83778,11.40012,11.46596,11.18875,10.10989,10.05038,9.96625,9.8046,9.55123,9.34009,9.53888,9.2663,9.64567,11.80923,11.93004,12.09754,12.3537,12.23325,..,..,..,..,..
"Pupil-teacher ratio, primary",Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7542,10.44588,10.10462,..,10.13562,9.92873,..,..,..,..,..
"Pupil-teacher ratio, primary",Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,..,36.8015,36.01959,36.32402,36.75235,34.62123,33.86258,32.72545,32.00104,30.50427,29.4374,28.11262,27.79374,27.26846,27.19603,27.05551,25.89366,25.22223,26.49236,26.92287,26.12085,25.06963,24.74328,24.23779,23.7348,23.3829,23.54409,23.45652,22.92187,24.92838,24.77985,24.11964,25.32848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.31113,21.74715,20.80718,22.24579,22.85605,22.4766,22.79757,22.70828,21.98287,21.84551,21.7869,21.78474,22.3594,21.51849,21.32679,22.17816,21.60943,22.67432,23.24594,25.18145,23.27456,23.00472,22.69386,22.3589,22.28986,22.19159,22.30051,..,..,..,..,..
"Pupil-teacher ratio, primary",Tanzania,..,..,..,..,..,..,..,..,..,..,46.75438,45.88847,45.52513,46.59736,49.05415,53.55292,49.77317,50.16914,46.17832,41.53122,..,43.32876,39.75104,39.65096,38.23891,34.23583,33.27616,33.0851,32.97371,33.11856,34.889,35.77675,35.57033,36.70085,36.54312,36.83172,36.21515,36.91207,38.01943,40.28437,..,45.99111,52.99786,56.89936,58.27379,55.85542,52.40834,53.08766,52.3892,53.70457,50.76274,..,45.83178,43.44315,43.06031,..,41.76673,47.15284,50.63304,..,..,..,..
"Pupil-teacher ratio, primary",Thailand,..,..,..,..,..,..,..,..,..,..,..,34.67302,..,..,30.10394,30.15075,27.96192,30.21801,28.8802,..,..,..,..,20.67687,19.78909,19.46745,..,20.06617,20.29185,20.23474,20.2664,22.10699,20.13314,19.81136,20.52285,..,18.8329,..,18.73022,20.56669,20.79357,19.08866,18.56249,..,..,..,18.26577,17.71738,15.99218,..,16.2581,15.78457,16.28069,..,15.3927,16.88246,16.65791,16.88809,16.63844,..,..,..,..
"Pupil-teacher ratio, primary",Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.9124,47.17944,46.8161,50.71393,..,..,..,..,29.77684,30.19877,31.35481,..,..,..,..,..,27.65483,26.94886,..,..,..,..
"Pupil-teacher ratio, primary",Togo,..,..,..,..,..,..,..,..,..,..,..,58.45613,60.37813,59.48617,59.50325,58.54683,59.68668,60.56694,58.12109,55.43369,54.29058,55.07967,51.83896,48.20139,45.08388,44.42142,46.06011,50.25659,51.66419,54.61232,55.63861,58.25862,63.78768,..,53.10531,54.86158,50.84948,46.37572,45.51107,41.28126,37.45983,34.33866,35.20108,35.45168,39.08429,33.59536,37.56283,39.13792,41.32555,43.50925,40.57306,40.94767,41.67781,41.08672,41.13664,44.20973,41.39676,40.12613,40.14504,..,..,..,..
"Pupil-teacher ratio, primary",Tonga,..,..,..,..,..,..,..,..,..,..,27.15046,25.33333,25.80374,26.03432,25.34731,27.99419,25.38983,..,25.92641,24.13692,24.34315,24.98417,21.06053,19.6262,20.89012,22.875,22.31135,21.65155,..,..,23.97968,23.42857,21.24745,22.27056,23.59486,21.2398,20.96642,21.0202,21.8883,20.90037,22.14456,20.69623,22.12807,21.71238,20.30012,20.30036,22.29079,25.4015,25.06316,24.58676,24.88626,24.12606,21.10539,25.74776,21.85806,21.63312,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,34.46686,33.39772,32.87038,31.63394,30.90816,30.75769,29.3721,28.58133,27.99918,25.88282,23.8559,23.01315,22.58083,22.69793,22.22969,22.06739,22.97254,23.77882,24.67714,..,25.95905,26.13592,25.76566,27.04757,..,25.49342,24.76132,..,21.32821,20.75006,19.75159,19.6154,18.50138,17.51665,16.54586,..,15.93954,17.15784,17.57943,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Tunisia,..,..,..,..,..,..,..,..,..,..,..,47.47047,..,43.99921,..,40.96882,39.99944,40.3801,39.44125,39.2351,39.02435,38.50327,37.85364,37.83434,35.93868,34.01426,31.58681,32.17963,30.94783,30.164,29.68811,27.775,26.40503,26.19308,26.29072,25.22658,24.5295,24.1413,24.0811,23.86149,23.21045,22.69378,21.89225,21.53775,20.60639,19.98753,19.14138,18.15286,17.28071,16.97824,17.11543,17.35205,17.14983,17.43043,16.5447,15.79669,16.18367,16.57185,16.87168,..,..,..,..
"Pupil-teacher ratio, primary",Turkiye,..,..,..,..,..,..,..,..,..,..,..,37.80389,36.11195,33.12517,34.02891,33.55384,31.94539,30.16475,29.62344,29.7868,..,26.62431,27.53688,28.55453,31.10382,31.14897,31.19571,30.91192,31.14063,30.62648,30.48036,30.38145,29.27687,28.4562,27.42823,27.74516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.13204,19.83354,19.32755,18.40513,..,16.97782,..,..,..,..,..
"Pupil-teacher ratio, primary",Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,15.23585,19.9,..,..,17.29787,21.25301,21.68675,21.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.47778,..,18.40404,..,17.69106,17.95798,15.21008,..,..,..,..,..,..,..,..,..,..,9.28772,..,..,..,17.69231,..,..,..,..
"Pupil-teacher ratio, primary",Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.75362,..,..,..,..,18.88889,19.7013,18.29487,16.66234,17.92,19.23288,..,..,..,..,..,..,..,..,..,..,12.71795,17.19481,..,15.57647,..,..,..,..
"Pupil-teacher ratio, primary",Uganda,..,..,..,..,..,..,..,..,..,..,33.97709,34.70653,32.59304,32.08132,33.33824,33.94596,34.83689,35.00071,35.33496,33.5835,33.89665,34.75408,36.3929,35.16441,33.8186,34.46536,30.13117,31.64314,31.9874,29.06809,29.3527,32.9232,27.68737,29.10576,33.19221,35.19818,37.62231,59.42568,58.51028,57.3049,59.42965,54.32167,52.72399,52.38955,50.08651,51.73179,49.04733,49.56387,49.92589,49.28122,48.576,47.77601,48.80484,45.59109,..,42.9168,42.72062,42.65911,..,..,..,..,..
"Pupil-teacher ratio, primary",Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.60489,..,20.47717,19.91538,..,..,20.93593,20.8617,20.48241,19.88406,19.58976,19.46268,19.11184,18.59754,18.70376,17.12453,16.33813,15.81651,15.58278,15.65789,15.83346,16.08657,16.48785,..,12.38447,12.75838,12.99453,12.98011,..,..,..,..
"Pupil-teacher ratio, primary",United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,27.30645,23.68994,19.63619,17.17656,14.75211,16.3607,15.67131,16.04642,16.23312,16.25985,16.33794,21.48346,21.77902,24.01023,24.1961,24.84485,24.35787,24.96814,18.34669,18.08003,18.28038,17.63254,17.10681,17.02467,16.99968,16.53584,16.07066,15.85782,16.01551,16.14708,15.94765,15.27716,15.21595,15.00218,15.23077,15.47687,17.19022,..,15.60016,16.83357,17.03397,18.18358,16.06864,18.93254,23.61794,24.52278,..,..,..,..,..,..
"Pupil-teacher ratio, primary",United Kingdom,..,..,..,..,..,..,..,..,..,..,..,23.32729,22.63746,21.72124,21.09322,20.55043,20.03306,20.10764,19.94377,19.36901,18.98941,..,18.71611,18.26122,17.97819,17.52049,..,20.29108,20.32558,19.62207,19.67982,19.78394,19.80669,..,..,..,..,..,..,18.69099,18.66476,17.58523,17.17514,17.10493,18.09401,17.47359,18.08045,17.24426,18.26999,17.96198,17.52706,17.2654,18.30825,18.43752,16.5528,..,15.05392,15.13275,..,..,..,..,..
"Pupil-teacher ratio, primary",United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.53749,14.45723,..,14.19857,..,..,..,..,..
"Pupil-teacher ratio, primary",Uruguay,..,..,..,..,..,..,..,..,..,..,29.48589,28.64984,25.66373,25.42803,22.93522,23.76967,23.42196,23.70194,23.57919,23.81625,22.43005,21.48804,21.59081,20.55518,23.32668,25.08293,21.89014,..,23.17514,22.14033,21.88766,21.64152,20.63866,19.90489,21.39486,20.08104,20.4869,21.59529,20.6103,20.43957,20.75667,20.77524,21.1696,20.82538,20.53409,20.15194,19.64452,15.50977,15.00998,13.98624,13.79403,..,..,11.9642,11.46753,11.76053,11.13129,11.0193,..,..,..,..,..
"Pupil-teacher ratio, primary",Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.10745,..,..,..,..,24.09567,..,..,24.14035,24.10282,23.048,20.82443,20.18343,20.22664,20.1038,23.10311,22.40959,21.19301,20.90977,21.44349,21.71928,21.29445,21.09375,20.14552,19.94866,19.38332,18.24208,17.60546,17.11574,17.76213,15.6244,14.97123,15.64401,18.12079,19.03192,20.42443,21.15014,21.50664,..,..,..,..
"Pupil-teacher ratio, primary",Vanuatu,..,..,..,..,..,..,..,..,..,..,23.45758,24.14066,23.57215,26.33653,24.36609,..,..,25.22169,22.01413,..,23.59432,21.34665,..,23.81585,..,..,..,..,..,25.7732,..,28.71346,30.82981,..,..,..,..,..,28.87899,24.16115,22.54994,23.73585,23.21561,21.71334,20.01027,..,..,23.7544,..,..,21.66442,..,..,22.82076,..,26.56507,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary","Venezuela, RB",..,..,..,..,..,..,..,..,..,..,..,34.82114,34.01514,33.59355,32.91377,31.49028,30.35173,29.42885,28.90115,28.9276,27.76282,27.33912,26.69948,26.02124,26.39321,26.03711,25.62331,25.68126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Viet Nam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.11604,35.57718,34.14532,34.61545,36.43103,38.64422,..,..,..,35.29414,34.46203,35.00456,34.96487,34.49841,34.18834,35.11028,35.09961,35.5758,35.19029,34.86643,34.22652,33.48732,32.15427,30.43485,29.52151,28.03482,26.32905,24.65381,23.02694,21.55565,20.6947,20.43643,19.92674,19.5222,19.90175,19.63155,19.39912,18.88349,19.21383,19.2242,19.62995,19.64643,20.27696,..,..,..,..
"Pupil-teacher ratio, primary",Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,25.20346,22.08081,..,..,16.01075,16.19892,14.77171,..,..,..,..,14.2,..,..,..,14.16872,..,..,..,..,14.17723,..,14.18927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.76489,36.05452,37.99429,30.2193,33.38646,27.6851,24.51948,32.3483,30.07834,29.00439,27.95734,27.80112,25.64319,24.40835,23.5944,23.76348,23.99819,23.84715,24.72816,24.45322,..,..,..,..
"Pupil-teacher ratio, primary","Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.36997,..,..,..,..,..,..,..,..,..,..,30.81078,30.25279,30.25279,..,..,..,26.93016,..,..,..,..,..,..
"Pupil-teacher ratio, primary",Zambia,..,..,..,..,..,..,..,..,..,..,46.77283,49.61932,47.16955,47.88617,47.99458,48.20911,47.55969,48.1877,48.54414,44.35234,48.56388,48.21651,47.86923,46.50928,46.77766,49.38532,45.62973,45.56304,44.08727,..,44.01223,..,..,..,41.08401,39.09751,38.19415,..,44.0078,51.22681,49.87587,48.02502,48.08873,..,53.54891,56.47904,57.00626,55.35345,54.17641,..,52.98507,55.86195,49.22433,..,41.0469,42.74181,43.31661,42.05996,..,..,..,..,..
"Pupil-teacher ratio, primary",Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,40.88282,40.65375,40.69126,40.49078,40.08553,36.65959,45.00779,43.92332,45.38337,41.90813,38.9324,39.39073,39.50565,38.82917,39.37015,38.2382,38.22489,35.77804,39.17635,37.8348,39.51156,..,39.11001,39.13794,39.28959,37.28333,41.02384,37.03596,38.10062,39.41662,38.55591,..,..,..,..,..,..,..,..,35.86109,36.4082,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, primary",World,..,..,..,..,..,..,..,..,..,..,28.105,28.23694,27.836,28.36033,28.48107,28.62487,28.63334,28.73086,28.57155,28.60349,28.34571,28.16444,27.80012,27.42866,27.23172,27.14291,26.93052,26.83477,26.6785,26.25206,26.21584,26.15986,26.12866,26.13342,26.20764,26.29711,26.31457,26.47088,26.61422,26.55149,26.30914,26.0185,25.82453,25.25962,25.39072,25.24855,25.14194,25.04689,24.97171,24.68045,24.31042,24.11758,24.19696,23.55038,23.29472,23.10596,23.44392,23.38904,23.44631,..,..,..,..
"Pupil-teacher ratio, secondary",Afghanistan,..,..,..,..,..,..,..,..,..,..,23.13762,22.52125,21.7014,20.51185,21.96758,..,29.27404,..,..,..,..,..,..,..,..,..,..,..,..,..,24.78793,..,..,26.68461,28.36574,..,..,..,..,..,..,..,..,..,..,..,..,31.56236,..,..,..,..,..,..,..,31.9738,32.20814,33.2407,33.50124,..,..,..,..
"Pupil-teacher ratio, secondary",Albania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.77331,..,..,16.43434,16.96302,..,17.66389,..,..,..,..,16.79416,14.7321,14.77747,15.24414,14.89293,14.75715,14.29575,13.50589,12.22137,11.60265,11.19927,..,..,..,..
"Pupil-teacher ratio, secondary",Algeria,..,..,..,..,..,..,..,..,..,..,..,21.09646,..,..,..,25.79755,25.76695,27.08379,26.72385,25.88182,25.0432,24.99682,24.17176,..,23.44037,23.20191,22.17753,20.91735,19.81811,18.66765,17.9128,17.12731,17.01399,16.9837,16.7637,16.84403,16.92098,17.23117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,19.20833,19.872,19.136,18.984,20,20.816,20.76744,20.76744,20.76744,..,22.42424,21.42143,21.04138,22.0604,16.46305,14.45175,13.8961,15.29817,15.48198,15.5,13.69549,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6577,7.25909,7.06522,7.75311,..,..,..,..,..,..,..,7.80663,8.65531,8.07904,7.94434,8.22711,8.01599,..,..,..,..
"Pupil-teacher ratio, secondary",Angola,..,..,..,..,..,..,..,..,..,..,..,15.1623,16.8623,16.7383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.26943,18.26959,18.83404,18.96118,..,..,..,..,..,..,..,..,..,27.41665,..,..,..,..,26.76619,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Antigua and Barbuda,..,..,..,..,..,..,..,..,..,..,..,..,30.84255,..,21.17791,26.57025,21.8115,19.34916,15.42162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.39086,..,..,..,..,..,..,..,..,12.62094,12.15562,11.96742,11.59474,..,11.98368,11.48074,..,9.64207,9.29704,..,..,..,..
"Pupil-teacher ratio, secondary",Argentina,..,..,..,..,..,..,..,..,..,..,7.27655,7.36992,7.51869,7.58144,7.70343,7.67988,7.56055,7.4151,7.47264,7.25784,..,..,..,7.57642,7.64464,7.82314,7.76125,7.15971,7.09614,..,..,..,..,..,9.66461,..,..,..,12.41851,..,12.30048,17.48206,17.04147,16.14991,15.42813,15.1209,14.19154,13.63714,12.23531,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.50409,..,..,10.50058,..,9.7547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.01689,..,..,..,..
"Pupil-teacher ratio, secondary",Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.59241,15.25432,15.05386,15.049,14.90022,14.55741,14.1753,14.361,14.46225,13.0991,13.45208,13.80075,13.97348,15.09369,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Australia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Austria,..,..,..,..,..,..,..,..,..,..,..,19.57274,..,..,..,..,..,..,..,..,..,13.6875,12.89659,12.52444,11.80202,11.74935,11.44632,10.88133,10.53639,10.14936,9.96332,9.7814,9.68867,9.486,9.40802,9.40288,9.87243,9.94267,10.15429,10.30091,..,..,10.43735,10.52508,10.70672,10.98323,10.94344,10.84635,10.57966,10.28249,9.9725,9.67872,9.53847,9.67333,9.61071,9.57663,9.41777,9.32983,..,..,..,..,..
"Pupil-teacher ratio, secondary",Azerbaijan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.60984,..,..,..,..
"Pupil-teacher ratio, secondary","Bahamas, The",..,..,..,..,..,..,..,..,..,..,..,33.41966,..,32.7486,..,..,..,..,..,..,..,27.63851,..,21.00988,22.11094,20.19866,..,19.14148,..,..,..,..,..,..,16.07437,20.62001,..,20.68787,..,15.60023,..,..,14.85386,..,14.17409,13.56829,12.78195,12.27296,12.66532,12.32878,12.1276,11.08709,14.44392,12.30538,12.50237,11.79222,11.75808,14.06865,12.48097,..,..,..,..
"Pupil-teacher ratio, secondary",Bahrain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.19845,25.45616,..,..,22.40541,20.07692,20.30737,18.47461,18.7865,..,19.38428,17.85903,16.50764,15.34045,17.1426,16.60403,16.44732,17.11718,17.93824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.38663,9.61612,9.99168,9.85905,9.86281,9.79181,10.1467,10.23948,..,..,..,..
"Pupil-teacher ratio, secondary",Bangladesh,..,..,..,..,..,..,..,..,..,..,..,..,..,24.06694,..,..,..,..,..,22.34147,23.75841,..,..,25.97136,..,27.73043,28.90528,29.08716,26.77236,26.12482,27.43812,..,..,..,..,..,..,..,36.31324,37.41274,38.4303,37.49703,34.36736,31.07824,27.37356,23.92315,25.04719,25.24427,27.0682,28.16376,28.33145,30.62493,32.23697,35.20296,..,..,36.192,33.98251,35.09524,..,..,..,..
"Pupil-teacher ratio, secondary",Barbados,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.39695,..,20.42576,20.02584,19.78972,20.26566,..,23.41024,22.57271,22.86187,20.2595,19.80331,..,..,..,17.16543,19.61111,..,..,..,..,..,..,..,..,17.75691,17.29712,17.24463,15.74057,15.16799,16.85127,15.88872,14.58392,..,..,..,..,..,..,..,..,17.53754,18.63678,18.45852,17.93859,..,..,..,..
"Pupil-teacher ratio, secondary",Belarus,..,..,..,..,..,..,..,..,..,..,..,..,13.58576,13.88499,14.04277,13.8265,12.53199,13.61812,13.66542,12.02703,12.11573,..,..,..,..,..,..,..,..,..,..,..,13.40997,12.90293,12.58101,12.541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.73805,8.05511,8.36258,8.29763,8.35604,8.56276,..,..,..,..
"Pupil-teacher ratio, secondary",Belgium,..,..,..,..,..,..,..,..,..,..,..,..,10.57618,10.92968,10.9991,..,..,11.40379,..,..,..,..,..,..,..,..,..,7.8173,7.02836,7.48577,7.31765,7.23346,6.92296,8.09795,8.29635,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.44806,9.42359,9.42496,9.14736,8.98821,..,..,..,..,..
"Pupil-teacher ratio, secondary",Belize,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.87982,23.32831,22.88462,..,22.85246,19.03272,18.73235,17.27972,16.96826,16.95913,16.73931,16.83616,16.31748,16.52241,17.38091,..,16.30319,18.40628,16.5581,16.72317,..,..,..,..
"Pupil-teacher ratio, secondary",Benin,..,..,..,..,..,..,..,..,..,..,..,23.1124,..,..,..,..,..,31.39165,..,..,..,..,..,..,..,..,..,27.93847,..,..,..,..,..,..,..,..,..,..,..,23.751,23.38345,21.59872,..,22.38497,23.93407,..,..,..,..,..,..,..,..,9.82354,9.91567,10.32268,10.99168,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Bermuda,..,..,..,..,..,..,..,..,..,..,..,14.1794,13.68553,14.33939,14.09627,14.46154,..,11.57296,13.04208,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.07907,7.01229,6.78311,6.86143,6.97361,6.04819,..,..,..,5.35515,6.44776,6.39032,5.31847,4.97932,6.33229,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Bhutan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.4467,10.10671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.07948,..,..,..,..,..,28.11474,21.87633,..,23.74567,20.64367,21.40321,20.53927,19.88922,13.7798,14.29917,12.14578,11.41873,11.0089,10.81456,..,..,..,..
"Pupil-teacher ratio, secondary",Bolivia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.39547,..,..,..,..,..,..,..,..,..,..,..,..,..,20.81323,20.41025,20.39699,19.609,18.90098,18.49627,..,..,..,..
"Pupil-teacher ratio, secondary",Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.12966,10.64639,10.14673,9.73102,9.34286,9.1229,..,..,..,..
"Pupil-teacher ratio, secondary",Botswana,..,..,..,..,..,..,..,..,..,..,14.72238,14.78571,15.0523,17.80402,16.84319,16.61163,17.69022,19.28448,16.85346,..,18.44239,15.97912,..,..,19.74569,21.57851,19.3722,19.2956,17.17606,17.62651,16.62191,18.08859,17.98925,17.83202,16.77845,16.66177,..,..,17.06238,16.65829,16.40179,15.72677,15.23473,14.83252,13.82745,13.77713,13.87902,13.82065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Brazil,..,..,..,..,..,..,..,..,..,..,13.24274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.12073,16.73021,16.01712,15.42777,..,18.55159,17.19542,17.13865,16.66361,16.34985,15.97387,17.26308,16.69174,16.45139,16.60114,16.72391,..,..,..,..,..
"Pupil-teacher ratio, secondary",British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,16.93182,..,17.30435,17.10417,..,..,14.53571,..,14.38182,..,..,13.23,..,..,..,..,..,11.8913,11.83158,11.57143,..,11.38261,..,..,..,..,7.22967,10.22297,10.41333,9.59639,9.60588,9.27717,9.27094,9.65025,8.61435,..,8.70852,8.70815,8.04603,..,..,7.70155,8.0757,7.45055,8.70656,..,..,..,..,..
"Pupil-teacher ratio, secondary",Brunei Darussalam,..,..,..,..,..,..,..,..,..,..,19.42301,17.12772,16.07683,15.57464,15.95343,18.68798,15.61802,15.02817,14.42004,13.23746,12.34324,11.61834,..,..,11.05164,10.8093,10.03709,..,..,..,..,11.83195,11.93772,12.07103,11.95649,..,..,..,10.61521,11.01632,10.85358,10.95232,11.20533,10.63001,10.19265,10.09195,10.78425,10.80323,10.54877,10.45838,..,9.93749,10.09168,9.75452,9.14518,8.83654,8.56453,8.71672,8.26843,..,..,..,..
"Pupil-teacher ratio, secondary",Bulgaria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.33101,10.93134,11.2169,12.50347,11.85532,12.16587,12.07715,12.30837,12.23208,11.97562,11.74476,11.55461,11.47623,11.98892,12.08112,12.29774,12.32203,13.04041,13.2295,..,12.63651,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",Burkina Faso,..,..,..,..,..,..,..,..,..,..,..,22.6097,20.62546,23.46615,..,20.43593,19.83741,..,..,..,..,..,..,22.47071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.86887,..,..,..,31.34198,..,..,29.60091,28.19459,30.33107,25.62369,30.25804,26.48814,26.33301,26.90824,27.08945,25.19571,23.38275,23.33086,23.11995,..,..,..,..
